FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2022,5.4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2023,5.7,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2022,4.4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,4.1,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2022,3.4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,3.3,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2022,1.6,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,2.7,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2022,3.7,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2023,3.8,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2022,6.4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2023,5.9,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2022,5.3,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,5.8,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2022,4.3,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2022,2.1,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,2.1,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2022,4.3,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2023,4.2,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2022,5.9,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2023,5.8,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2022,4.8,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2023,4.9,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2022,3.9,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2023,3.6,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,1.9,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,2.3,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,4,,
A,Annuale,6_PC_QV_MESE,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta al mese,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2022,2.9,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2023,2.5,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2022,2.9,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,3.2,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2022,2.3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,2.6,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2022,1.3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,1.3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2022,2.3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2023,2.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2022,2.6,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2023,3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2022,3.1,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2022,3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,3.1,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2022,1.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,1.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2022,2.5,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2023,2.8,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2022,2.7,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2023,2.8,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2022,3,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2023,3.6,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2022,2.7,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2023,2.8,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,1.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,1.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,2.4,,
A,Annuale,6_PC_QV_ANNO,'Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: frequenza di utilizzo del pc: qualche volta all"'anno',HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,2.6,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2022,24.4,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y6-24,6-24 anni,99,Totale,2023,27.8,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2022,27.7,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y25-44,25-44 anni,99,Totale,2023,27.6,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2022,34.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y45-64,45-64 anni,99,Totale,2023,33.4,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2022,64.6,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE65,65 anni e più,99,Totale,2023,62.3,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2022,37.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,1,Maschi,Y_GE6,6 anni e più,99,Totale,2023,37.4,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2022,21.4,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y6-24,6-24 anni,99,Totale,2023,26.9,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2022,27.3,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y25-44,25-44 anni,99,Totale,2023,26.9,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2022,40.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y45-64,45-64 anni,99,Totale,2023,38.8,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2022,79.6,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE65,65 anni e più,99,Totale,2023,78.8,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2022,44.7,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,2,Femmine,Y_GE6,6 anni e più,99,Totale,2023,44.9,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2022,22.9,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y6-24,6-24 anni,99,Totale,2023,27.4,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2022,27.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y25-44,25-44 anni,99,Totale,2023,27.2,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2022,37.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y45-64,45-64 anni,99,Totale,2023,36.1,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2022,73,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE65,65 anni e più,99,Totale,2023,71.5,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2022,41.2,,
A,Annuale,6_PCNO,Persone di 6 anni e più per utilizzo del personal computer e frequenza di utilizzo: non usano il pc,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE6,6 anni e più,99,Totale,2023,41.3,,
